Map,Team,Player,Agent,ACS,Kills,Deaths,Assists,FirstKills,Winner,MapScore,Date,MatchID,MatchURL,Region,Match_ID
Split,VIT,sayf,tejo,272.0,21,13,4,2.0,True,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,VIT,cyvoph,omen,225.0,18,12,11,1.0,True,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,VIT,less,cypher,166.0,13,14,5,1.0,True,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,VIT,kicks,breach,152.0,11,14,7,0.0,True,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,VIT,derke,yoru,161.0,12,18,4,7.0,True,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,GX,westside,cypher,271.0,23,14,3,2.0,False,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,GX,cloud,tejo,215.0,17,13,5,2.0,False,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,GX,runner,breach,210.0,16,14,9,1.0,False,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,GX,purp0,yoru,148.0,10,17,4,4.0,False,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Split,GX,tomaszy,omen,95.0,5,17,14,2.0,False,13‑9,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,VIT,cyvoph,omen,384.0,23,8,7,2.0,True,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,VIT,derke,yoru,306.0,16,9,6,6.0,True,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,VIT,less,viper,229.0,14,6,3,3.0,True,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,VIT,kicks,breach,167.0,10,6,6,2.0,True,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,VIT,sayf,tejo,112.0,6,6,5,1.0,True,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,GX,purp0,raze,226.0,11,13,1,1.0,False,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,GX,westside,viper,158.0,7,13,2,0.0,False,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,GX,cloud,fade,147.0,7,14,3,0.0,False,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,GX,runner,vyse,142.0,6,15,6,0.0,False,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Lotus,GX,tomaszy,omen,92.0,4,14,3,0.0,False,13‑2,2025-03-26,1,https://www.vlr.gg/459826/team-vitality-vs-giantx-champions-tour-2025-emea-stage-1-w1,EMEA,1_EMEA
Icebox,BBL,lewn,chamber,248.0,13,14,2,7.0,False,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,BBL,jamppi,tejo,164.0,9,13,4,0.0,False,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,BBL,magnum,viper,105.0,7,13,4,1.0,False,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,BBL,sociablee,sova,126.0,5,14,3,0.0,False,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,BBL,profek,clove,85.0,3,16,3,1.0,False,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,KC,elite,killjoy,318.0,20,2,2,0.0,True,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,KC,avez,tejo,306.0,17,9,6,0.0,True,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,KC,marteen,omen,248.0,15,8,4,4.0,True,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,KC,suygetsu,viper,150.0,9,5,3,2.0,True,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Icebox,KC,saadhak,kayo,162.0,9,13,2,1.0,True,3‑13,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,BBL,lewn,yoru,241.0,20,15,4,5.0,True,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,BBL,magnum,vyse,206.0,18,16,7,2.0,True,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,BBL,jamppi,sova,215.0,17,15,4,3.0,True,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,BBL,profek,astra,181.0,15,15,8,0.0,True,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,BBL,sociablee,chamber,164.0,16,16,2,2.0,True,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,KC,marteen,yoru,196.0,16,16,3,5.0,False,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,KC,suygetsu,astra,210.0,19,18,5,2.0,False,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,KC,elite,vyse,183.0,16,17,6,3.0,False,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,KC,saadhak,harbor,207.0,16,20,9,2.0,False,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Pearl,KC,avez,fade,111.0,10,15,6,0.0,False,13‑11,2025-03-26,2,https://www.vlr.gg/459827/bbl-esports-vs-karmine-corp-champions-tour-2025-emea-stage-1-w1,EMEA,2_EMEA
Ascent,TH,miniboo,waylay,229.0,14,14,1,5.0,False,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,TH,boo,omen,148.0,9,13,11,0.0,False,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,TH,riens,sova,233.0,14,16,8,0.0,False,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,TH,benjyfishy,cypher,177.0,12,17,3,1.0,False,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,TH,wo0t,kayo,135.0,8,16,7,1.0,False,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,APK,avova,omen,275.0,19,6,16,2.0,True,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,APK,molsi,deadlock,221.0,15,13,7,1.0,True,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,APK,governor,sova,223.0,14,12,5,4.0,True,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,APK,florescent,yoru,231.0,15,13,3,2.0,True,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Ascent,APK,batujnax,cypher,195.0,13,13,5,2.0,True,5‑13,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,TH,miniboo,raze,275.0,23,15,4,3.0,True,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,TH,wo0t,iso,235.0,18,13,5,3.0,True,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,TH,riens,fade,224.0,17,12,3,2.0,True,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,TH,benjyfishy,viper,201.0,16,13,6,2.0,True,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,TH,boo,omen,153.0,11,13,6,2.0,True,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,APK,avova,omen,234.0,16,16,9,1.0,False,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,APK,molsi,breach,198.0,13,17,14,0.0,False,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,APK,batujnax,viper,203.0,13,17,4,2.0,False,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,APK,florescent,yoru,221.0,16,19,0,5.0,False,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Split,APK,governor,tejo,105.0,8,16,2,1.0,False,13‑8,2025-03-27,3,https://www.vlr.gg/459828/team-heretics-vs-apeks-champions-tour-2025-emea-stage-1-w1,EMEA,3_EMEA
Pearl,FUT,xeus,yoru,361.0,24,7,6,3.0,True,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,FUT,mrfalin,tejo,291.0,18,9,7,7.0,True,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,FUT,atakaptan,astra,174.0,10,8,15,1.0,True,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,FUT,yetujey,cypher,207.0,13,10,6,2.0,True,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,FUT,qraxs,fade,86.0,4,14,6,1.0,True,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,MKOI,filu,yoru,179.0,12,13,2,2.0,False,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,MKOI,flyuh,sova,216.0,10,15,7,0.0,False,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,MKOI,soulcas,vyse,138.0,8,12,3,0.0,False,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,MKOI,grubinho,astra,130.0,9,14,4,1.0,False,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Pearl,MKOI,sheydos,chamber,157.0,9,15,1,0.0,False,13‑4,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,FUT,xeus,jett,338.0,33,18,3,10.0,True,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,FUT,mrfalin,breach,231.0,21,14,18,2.0,True,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,FUT,yetujey,cypher,225.0,22,13,6,2.0,True,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,FUT,atakaptan,omen,159.0,14,17,18,1.0,True,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,FUT,qraxs,fade,133.0,12,17,10,1.0,True,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,MKOI,sheydos,tejo,221.0,21,19,2,2.0,False,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,MKOI,filu,yoru,188.0,18,19,7,3.0,False,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,MKOI,grubinho,omen,176.0,15,21,8,3.0,False,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,MKOI,soulcas,vyse,147.0,10,21,10,0.0,False,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Lotus,MKOI,flyuh,cypher,154.0,15,22,1,2.0,False,14‑12,2025-03-27,4,https://www.vlr.gg/459829/fut-esports-vs-koi-champions-tour-2025-emea-stage-1-w1,EMEA,4_EMEA
Split,FNC,crashies,fade,297.0,20,5,11,2.0,True,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,FNC,chronicle,viper,201.0,16,8,3,3.0,True,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,FNC,kaajak,yoru,223.0,15,11,4,0.0,True,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,FNC,boaster,astra,182.0,12,9,4,2.0,True,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,FNC,alfajer,raze,182.0,12,12,4,3.0,True,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,NAVI,koalanoob,raze,283.0,16,16,2,7.0,False,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,NAVI,shao,astra,202.0,12,14,8,0.0,False,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,NAVI,ruxic,omen,134.0,7,15,8,1.0,False,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,NAVI,hiro,vyse,100.0,6,16,1,0.0,False,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,NAVI,ange1,fade,70.0,4,14,3,0.0,False,13‑5,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,FNC,crashies,tejo,299.0,26,17,3,2.0,True,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,FNC,boaster,brimstone,150.0,11,13,9,3.0,True,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,FNC,chronicle,breach,172.0,13,16,11,2.0,True,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,FNC,alfajer,cypher,169.0,14,15,5,2.0,True,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,FNC,kaajak,neon,143.0,13,19,4,5.0,True,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,NAVI,koalanoob,raze,261.0,22,14,2,6.0,False,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,NAVI,shao,breach,194.0,16,12,10,0.0,False,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,NAVI,hiro,cypher,191.0,17,16,1,1.0,False,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,NAVI,ruxic,brimstone,158.0,12,15,13,2.0,False,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Fracture,NAVI,ange1,fade,153.0,13,20,8,1.0,False,13‑11,2025-03-28,5,https://www.vlr.gg/459830/fnatic-vs-natus-vincere-champions-tour-2025-emea-stage-1-w1,EMEA,5_EMEA
Split,TL,keiko,raze,316.0,21,12,4,6.0,True,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,TL,nats,viper,222.0,16,10,5,2.0,True,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,TL,patitek,fade,214.0,14,10,4,4.0,True,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,TL,kamo,yoru,169.0,12,11,2,2.0,True,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,TL,serial,astra,125.0,8,10,8,1.0,True,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,M8,minny,viper,238.0,16,11,2,1.0,False,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,M8,k4davra,omen,156.0,10,13,8,1.0,False,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,M8,zyppan,tejo,199.0,12,16,4,1.0,False,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,M8,kamyk,breach,126.0,9,15,5,1.0,False,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Split,M8,click,raze,101.0,6,16,1,0.0,False,13‑6,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,TL,keiko,omen,261.0,25,18,11,1.0,False,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,TL,patitek,breach,195.0,18,18,8,2.0,False,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,TL,kamo,jett,194.0,18,17,4,3.0,False,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,TL,nats,cypher,198.0,18,19,3,5.0,False,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,TL,serial,tejo,117.0,10,20,5,2.0,False,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,M8,minny,cypher,263.0,25,14,5,4.0,True,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,M8,kamyk,breach,256.0,23,20,12,0.0,True,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,M8,zyppan,sova,189.0,18,15,5,2.0,True,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,M8,k4davra,omen,167.0,15,18,16,2.0,True,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Haven,M8,click,neon,119.0,11,22,3,5.0,True,12‑14,2025-03-28,6,https://www.vlr.gg/459831/team-liquid-vs-gentle-mates-champions-tour-2025-emea-stage-1-w1,EMEA,6_EMEA
Fracture,TL,patitek,breach,305.0,23,11,6,2.0,True,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,TL,nats,vyse,278.0,20,13,5,3.0,True,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,TL,serial,tejo,196.0,14,11,8,2.0,True,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,TL,keiko,brimstone,209.0,16,14,5,1.0,True,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,TL,kamo,neon,104.0,8,16,3,4.0,True,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,BBL,sociablee,tejo,226.0,17,15,1,0.0,False,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,BBL,profek,astra,215.0,16,15,3,1.0,False,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,BBL,magnum,cypher,184.0,11,16,8,2.0,False,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,BBL,lewn,yoru,165.0,11,16,5,3.0,False,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Fracture,BBL,jamppi,breach,141.0,10,19,8,2.0,False,13‑7,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
Haven,TL,keiko,iso,235.0,14,13,1,0.0,False,4‑13,2025-04-02,7,https://www.vlr.gg/459832/team-liquid-vs-bbl-esports-champions-tour-2025-emea-stage-1-w2,EMEA,7_EMEA
