Map,Team,Player,Agent,ACS,Kills,Deaths,Assists,FirstKills,Winner,MapScore,Date,MatchID,MatchURL,Region,Match_ID
Pearl,SEN,zekken,yoru,244.0,21,18,4,3.0,True,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,SEN,johnqt,tejo,191.0,16,14,3,3.0,True,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,SEN,zellsis,vyse,161.0,13,14,5,1.0,True,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,SEN,n4rrate,fade,155.0,11,17,16,2.0,True,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,C9,v1c,astra,178.0,16,15,6,3.0,False,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,C9,xeppaa,yoru,224.0,16,17,10,1.0,False,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,C9,oxy,jett,220.0,16,16,2,3.0,False,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,C9,mitch,sova,155.0,12,17,5,1.0,False,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Pearl,C9,net,cypher,147.0,12,17,2,2.0,False,13‑9,2025-04-24,32,https://www.vlr.gg/475898/sentinels-vs-cloud9-champions-tour-2025-americas-stage-1-ubr1,AMER,32_AMER
Lotus,KRÜ,shyy,vyse,325.0,26,13,5,1.0,False,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,KRÜ,keznit,neon,259.0,18,18,6,6.0,False,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,KRÜ,adverso,tejo,140.0,9,15,4,1.0,False,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,KRÜ,mazino,breach,155.0,9,17,8,2.0,False,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,KRÜ,melser,omen,114.0,8,15,5,1.0,False,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,MIBR,aspas,neon,266.0,20,13,5,3.0,True,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,MIBR,verno,tejo,238.0,18,12,6,3.0,True,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,MIBR,cortezia,omen,242.0,18,14,11,3.0,True,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,MIBR,xenom,viper,119.0,9,12,10,0.0,True,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Lotus,MIBR,artzin,breach,182.0,13,19,9,1.0,True,8‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,KRÜ,adverso,sova,207.0,12,14,3,2.0,False,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,KRÜ,keznit,jett,139.0,8,12,3,3.0,False,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,KRÜ,mazino,harbor,183.0,11,14,4,3.0,False,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,KRÜ,melser,viper,131.0,7,12,3,1.0,False,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,KRÜ,shyy,killjoy,108.0,7,12,1,0.0,False,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,MIBR,aspas,jett,259.0,17,10,2,2.0,True,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,MIBR,artzin,harbor,284.0,19,11,0,3.0,True,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,MIBR,verno,sova,149.0,8,5,8,1.0,True,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,MIBR,cortezia,killjoy,151.0,11,8,2,1.0,True,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Icebox,MIBR,xenom,viper,155.0,9,11,3,2.0,True,5‑13,2025-04-26,33,https://www.vlr.gg/475899/kr-esports-vs-mibr-champions-tour-2025-americas-stage-1-ubsf,AMER,33_AMER
Split,G2,trent,tejo,251.0,18,5,6,1.0,True,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,G2,valyn,omen,262.0,18,10,8,0.0,True,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,G2,leaf,viper,223.0,14,12,4,4.0,True,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,G2,jawgemo,yoru,221.0,13,13,8,2.0,True,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,G2,jonahp,breach,147.0,11,9,7,0.0,True,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,SEN,zekken,yoru,209.0,13,13,4,5.0,False,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,SEN,johnqt,tejo,176.0,12,14,5,0.0,False,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,SEN,n4rrate,breach,158.0,9,17,10,2.0,False,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,SEN,bang,omen,136.0,8,15,5,2.0,False,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Split,SEN,zellsis,viper,133.0,7,15,1,2.0,False,13‑5,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,G2,leaf,killjoy,288.0,24,18,2,3.0,False,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,G2,trent,tejo,232.0,19,15,6,3.0,False,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,G2,valyn,harbor,164.0,15,17,2,2.0,False,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,G2,jonahp,viper,138.0,11,17,3,4.0,False,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,G2,jawgemo,gekko,117.0,9,18,9,0.0,False,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,SEN,zellsis,killjoy,241.0,20,14,7,5.0,True,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,SEN,bang,viper,288.0,22,16,8,4.0,True,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,SEN,johnqt,tejo,210.0,16,16,7,1.0,True,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,SEN,n4rrate,gekko,161.0,15,14,2,1.0,True,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Icebox,SEN,zekken,omen,135.0,12,18,16,1.0,True,11‑13,2025-04-26,34,https://www.vlr.gg/475900/g2-esports-vs-sentinels-champions-tour-2025-americas-stage-1-ubsf,AMER,34_AMER
Lotus,MIBR,xenom,viper,199.0,16,15,0,3.0,False,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,MIBR,cortezia,omen,191.0,13,13,4,0.0,False,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,MIBR,verno,tejo,146.0,10,14,3,0.0,False,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,MIBR,aspas,neon,182.0,11,17,3,2.0,False,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,MIBR,artzin,breach,134.0,7,16,9,1.0,False,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,SEN,johnqt,breach,211.0,15,7,13,1.0,True,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,SEN,zekken,yoru,346.0,25,13,3,7.0,True,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,SEN,n4rrate,tejo,158.0,11,10,6,1.0,True,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,SEN,bang,omen,194.0,16,13,4,3.0,True,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Lotus,SEN,zellsis,viper,112.0,8,14,5,2.0,True,7‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,MIBR,verno,tejo,202.0,17,15,7,1.0,False,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,MIBR,aspas,jett,248.0,23,19,5,8.0,False,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,MIBR,xenom,viper,200.0,19,16,4,1.0,False,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,MIBR,cortezia,omen,152.0,13,20,13,1.0,False,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,MIBR,artzin,breach,124.0,9,19,12,2.0,False,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,SEN,zekken,yoru,280.0,24,14,6,5.0,True,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,SEN,bang,omen,241.0,20,15,16,4.0,True,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,SEN,n4rrate,breach,241.0,22,17,10,1.0,True,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,SEN,johnqt,tejo,197.0,17,16,7,1.0,True,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Split,SEN,zellsis,viper,91.0,6,19,9,0.0,True,11‑13,2025-05-02,35,https://www.vlr.gg/475901/mibr-vs-sentinels-champions-tour-2025-americas-stage-1-ubf,AMER,35_AMER
Haven,SEN,zekken,neon,281.0,22,16,4,4.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,SEN,bang,omen,214.0,16,15,7,1.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,SEN,johnqt,breach,175.0,13,15,13,0.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,SEN,n4rrate,sova,175.0,12,17,8,1.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,SEN,zellsis,cypher,168.0,13,16,3,1.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,G2,trent,tejo,253.0,21,11,7,4.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,G2,valyn,astra,251.0,21,15,6,3.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,G2,leaf,vyse,196.0,15,17,6,2.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,G2,jonahp,breach,147.0,11,16,13,1.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Haven,G2,jawgemo,yoru,158.0,11,17,3,5.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,SEN,zekken,yoru,258.0,19,16,2,7.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,SEN,n4rrate,breach,174.0,15,14,8,1.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,SEN,johnqt,tejo,165.0,14,11,3,1.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,SEN,bang,omen,160.0,11,16,10,2.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,SEN,zellsis,viper,135.0,9,13,6,2.0,False,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,G2,valyn,omen,225.0,20,14,4,1.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,G2,leaf,viper,216.0,16,15,7,2.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,G2,trent,tejo,161.0,12,13,4,1.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,G2,jawgemo,yoru,187.0,13,14,6,3.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Split,G2,jonahp,breach,107.0,9,12,11,2.0,True,9‑13,2025-05-04,36,https://www.vlr.gg/475902/sentinels-vs-g2-esports-champions-tour-2025-americas-stage-1-gf,AMER,36_AMER
Fracture,100T,zander,brimstone,386.0,28,7,8,5.0,True,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,100T,cryocells,chamber,185.0,15,8,3,2.0,True,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,100T,boostio,breach,204.0,14,10,16,0.0,True,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,100T,asuna,neon,246.0,15,15,11,5.0,True,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,100T,eeiu,tejo,120.0,7,13,11,0.0,True,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,NRG,mada,raze,231.0,14,15,6,2.0,False,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,NRG,ethan,breach,147.0,10,14,5,2.0,False,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,NRG,brawk,tejo,199.0,12,17,5,0.0,False,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,NRG,finesse,cypher,187.0,10,15,7,0.0,False,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,NRG,s0m,brimstone,140.0,7,18,10,2.0,False,13‑5,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,100T,zander,omen,275.0,26,13,6,2.0,True,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,100T,asuna,neon,247.0,21,19,6,5.0,True,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,100T,eeiu,sova,147.0,14,14,6,0.0,True,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,100T,cryocells,iso,180.0,15,16,7,3.0,True,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,100T,boostio,cypher,138.0,10,19,5,2.0,True,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,NRG,s0m,omen,249.0,20,17,12,2.0,False,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,NRG,ethan,breach,194.0,17,17,7,1.0,False,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,NRG,brawk,tejo,207.0,17,18,6,2.0,False,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,NRG,mada,jett,210.0,18,18,2,6.0,False,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Haven,NRG,finesse,cypher,140.0,9,16,15,1.0,False,13‑11,2025-04-25,37,https://www.vlr.gg/475903/100-thieves-vs-nrg-esports-champions-tour-2025-americas-stage-1-lr1,AMER,37_AMER
Fracture,C9,v1c,brimstone,255.0,21,16,9,2.0,False,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,C9,mitch,breach,161.0,10,15,13,2.0,False,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,C9,net,cypher,201.0,15,19,10,0.0,False,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,C9,oxy,neon,204.0,15,20,4,7.0,False,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,C9,xeppaa,tejo,117.0,9,17,5,0.0,False,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,EG,yay,cypher,327.0,26,17,4,5.0,True,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,EG,supamen,brimstone,224.0,16,13,12,0.0,True,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,EG,icy,raze,283.0,23,18,5,4.0,True,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,EG,derrek,tejo,127.0,12,11,5,1.0,True,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Fracture,EG,nature,breach,125.0,10,12,9,1.0,True,9‑13,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,C9,mitch,harbor,252.0,25,16,11,1.0,False,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,C9,xeppaa,sova,222.0,19,19,10,2.0,False,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,C9,oxy,jett,250.0,25,26,1,7.0,False,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,C9,v1c,viper,131.0,13,21,3,1.0,False,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,C9,net,killjoy,119.0,12,24,3,2.0,False,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,EG,yay,jett,263.0,27,18,3,8.0,True,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,EG,icy,killjoy,267.0,28,18,3,3.0,True,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,EG,derrek,sova,192.0,19,17,4,0.0,True,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,EG,supamen,viper,159.0,16,19,9,0.0,True,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Icebox,EG,nature,kayo,183.0,16,22,14,4.0,True,13‑15,2025-04-25,38,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,AMER,38_AMER
Haven,G2,trent,tejo,318.0,20,5,9,0.0,True,13‑4,2025-04-27,39,https://www.vlr.gg/475905/g2-esports-vs-100-thieves-champions-tour-2025-americas-stage-1-lr2,AMER,39_AMER
Haven,G2,valyn,astra,262.0,19,9,6,5.0,True,13‑4,2025-04-27,39,https://www.vlr.gg/475905/g2-esports-vs-100-thieves-champions-tour-2025-americas-stage-1-lr2,AMER,39_AMER
Haven,G2,jonahp,breach,152.0,10,6,11,0.0,True,13‑4,2025-04-27,39,https://www.vlr.gg/475905/g2-esports-vs-100-thieves-champions-tour-2025-americas-stage-1-lr2,AMER,39_AMER
